disp_best_rms_km_s,method,reference_in_p05_p95,site_index,status,vs_mae_km_s,vs_mae_0_40km_km_s,vs_mae_40_120km_km_s,phase_forward_rms_km_s,group_forward_rms_km_s,input_protocol
,DispFormer phase+group,,5604,,0.1106444001197815,0.12219665944576263,0.10479607433080673,0.04627465829253197,0.03577970713376999,phase + group
,DispFormer phase+group,,5762,,0.0735592320561409,0.09730259329080582,0.06153916195034981,0.026017095893621445,0.05304419994354248,phase + group
,DispFormer phase+group,,6047,,0.0855046957731247,0.10881515592336655,0.07370378077030182,0.018596641719341278,0.05751430243253708,phase + group
,DispFormer phase+group,,6196,,0.09046245366334915,0.14159463346004486,0.06457678228616714,0.058395907282829285,0.06295376271009445,phase + group
,DispFormer phase+group,,6663,,0.04874032735824585,0.08295026421546936,0.03142154961824417,0.043366577476263046,0.06016762554645538,phase + group
,DispFormer phase+group,,6679,,0.10809789597988129,0.12702247500419617,0.09851733595132828,0.04104992747306824,0.048910483717918396,phase + group
,DispFormer phase+group,,6771,,0.07621251046657562,0.11426379531621933,0.05694904178380966,0.03891490772366524,0.0610901303589344,phase + group
,DispFormer phase+group,,6956,,0.08776001632213593,0.09515352547168732,0.08401705324649811,0.01992090791463852,0.04313940554857254,phase + group
,DispFormer phase+group,,7220,,0.07032893598079681,0.09274882078170776,0.05897887796163559,0.04201619699597359,0.05411646142601967,phase + group
,DispFormer phase+group,,7308,,0.09296612441539764,0.12973371148109436,0.07435252517461777,0.04090661182999611,0.05729246884584427,phase + group
,DispFormer phase+group,,7350,,0.09794404357671738,0.15171772241592407,0.07072111964225769,0.04888135939836502,0.04468498006463051,phase + group
,DispFormer phase+group,,7422,,0.10194122046232224,0.14047828316688538,0.08243183046579361,0.029567904770374298,0.050365861505270004,phase + group
,DispFormer phase+group,,7447,,0.08638300001621246,0.12286707758903503,0.06791293621063232,0.03818027675151825,0.0879792720079422,phase + group
,DispFormer phase+group,,7454,,0.04944055899977684,0.07431721687316895,0.03684675320982933,0.026235688477754593,0.08184169232845306,phase + group
,DispFormer phase+group,,7640,,0.08818592876195908,0.11336361616849899,0.07543972134590149,0.03743357956409454,0.046773988753557205,phase + group
,DispFormer phase+group,,7681,,0.06907718628644943,0.07440828531980515,0.06637831777334213,0.03800068795681,0.07790514826774597,phase + group
,DispFormer phase+group,,7794,,0.08814110606908798,0.14928720891475677,0.05718588829040527,0.0571826733648777,0.15816283226013184,phase + group
,DispFormer phase+group,,7861,,0.06511259824037552,0.11165395379066467,0.04155104234814644,0.03989449515938759,0.0997878760099411,phase + group
,DispFormer phase+group,,7871,,0.11195940524339676,0.1175711378455162,0.10911846160888672,0.06026880443096161,0.06574170291423798,phase + group
,DispFormer phase+group,,8105,,0.1340322345495224,0.13732323050498962,0.13236618041992188,0.04563451185822487,0.06425934284925461,phase + group
,DispFormer phase+group,,8228,,0.07364896684885025,0.13896791636943817,0.040581248700618744,0.04186982288956642,0.0632839947938919,phase + group
,DispFormer phase+group,,8270,,0.32965707778930664,0.22269581258296967,0.3838062286376953,0.0943761095404625,0.2766384482383728,phase + group
,DispFormer phase+group,,8308,,0.14593477547168732,0.17159226536750793,0.1329456865787506,0.035604286938905716,0.04639343544840813,phase + group
,DispFormer phase+group,,8314,,0.07521899789571762,0.1280173808336258,0.04848982021212578,0.05106096342206001,0.0635618269443512,phase + group
,DispFormer phase+group,,8467,,0.13438890874385834,0.15133489668369293,0.12580999732017517,0.026727773249149323,0.04410203546285629,phase + group
,DispFormer phase+group,,8523,,0.05831386148929596,0.11589273810386658,0.029164547100663185,0.03394933044910431,0.05358635634183884,phase + group
,DispFormer phase+group,,8568,,0.10571137815713882,0.11556719243526459,0.10072187334299088,0.033360496163368225,0.07532016932964325,phase + group
,DispFormer phase+group,,8624,,0.09339940547943115,0.12613002955913544,0.07682953029870987,0.03402193263173103,0.05181465670466423,phase + group
,DispFormer phase+group,,8665,,0.11694912612438202,0.0861874669790268,0.13252219557762146,0.040192004293203354,0.0626828745007515,phase + group
,DispFormer phase+group,,8782,,0.0976528599858284,0.1371137797832489,0.07767575979232788,0.02352120727300644,0.06053827330470085,phase + group
,DispFormer phase+group,,8848,,0.24108433723449707,0.09584783762693405,0.3146103322505951,0.07272877544164658,0.15629461407661438,phase + group
,DispFormer phase+group,,9065,,0.11970959603786469,0.07529506832361221,0.1421944499015808,0.04891791567206383,0.05592184513807297,phase + group
,DispFormer phase+group,,9116,,0.09367066621780396,0.15551921725273132,0.062359847128391266,0.022598857060074806,0.03207506239414215,phase + group
,DispFormer phase+group,,9220,,0.09494680911302567,0.12042350322008133,0.08204922080039978,0.019504200667142868,0.02960560843348503,phase + group
,DispFormer phase+group,,9314,,0.11262481659650803,0.1319401115179062,0.10284644365310669,0.03443901985883713,0.050667569041252136,phase + group
,DispFormer phase+group,,9335,,0.1492384970188141,0.15326455235481262,0.1472003161907196,0.05191774293780327,0.04365302994847298,phase + group
,DispFormer phase+group,,9495,,0.133961021900177,0.09155092388391495,0.15543115139007568,0.037002429366111755,0.04543870687484741,phase + group
,DispFormer phase+group,,9549,,0.06763207167387009,0.08951712399721146,0.056552767753601074,0.025140143930912018,0.03807778283953667,phase + group
,DispFormer phase+group,,9586,,0.11375325173139572,0.14149147272109985,0.09971078485250473,0.02028682827949524,0.03168560937047005,phase + group
,DispFormer phase+group,,9591,,0.07475472241640091,0.0843539908528328,0.06989509612321854,0.015545642003417015,0.03524595871567726,phase + group
,DispFormer phase+group,,9680,,0.10866609960794449,0.1252717673778534,0.10025948286056519,0.03512059152126312,0.03294515982270241,phase + group
,DispFormer phase+group,,9827,,0.08018064498901367,0.09402377158403397,0.07317256927490234,0.040411800146102905,0.060225941240787506,phase + group
,DispFormer phase+group,,9858,,0.136639803647995,0.12421517074108124,0.14292976260185242,0.03609686344861984,0.021770110353827477,phase + group
,DispFormer phase+group,,9868,,0.17399194836616516,0.15707853436470032,0.18255439400672913,0.06537803262472153,0.04362121969461441,phase + group
,DispFormer phase+group,,9938,,0.08266250044107437,0.08879829943180084,0.07955624908208847,0.017694439738988876,0.06160106137394905,phase + group
,DispFormer phase+group,,9951,,0.10411455482244492,0.13479001820087433,0.08858510106801987,0.03682991862297058,0.03779735788702965,phase + group
,DispFormer phase+group,,9952,,0.13144809007644653,0.15202391147613525,0.12103158235549927,0.06077051907777786,0.034672144800424576,phase + group
,DispFormer phase+group,,9986,,0.11809223890304565,0.11859774589538574,0.11783633381128311,0.036498937755823135,0.04336021840572357,phase + group
,DispFormer phase+group,,10074,,0.10259771347045898,0.12822864949703217,0.08962205797433853,0.05546719208359718,0.04412752762436867,phase + group
,DispFormer phase+group,,10141,,0.09684097766876221,0.14419765770435333,0.07286667823791504,0.03247751668095589,0.05407784506678581,phase + group
,DispFormer phase+group,,10356,,0.1025942713022232,0.12430378049612045,0.0916038304567337,0.02325194887816906,0.041638124734163284,phase + group
,DispFormer phase+group,,10553,,0.1298399120569229,0.10550211369991302,0.14216090738773346,0.055235326290130615,0.06341440975666046,phase + group
,DispFormer phase+group,,10568,,0.048329778015613556,0.041242565959692,0.0519176721572876,0.020962553098797798,0.04237547516822815,phase + group
,DispFormer phase+group,,10726,,0.1001262366771698,0.10455354303121567,0.09788490831851959,0.037243328988552094,0.050426363945007324,phase + group
,DispFormer phase+group,,10755,,0.07374754548072815,0.061420612037181854,0.07998807728290558,0.02953549288213253,0.060155030339956284,phase + group
,DispFormer phase+group,,10761,,0.16603606939315796,0.1689300835132599,0.16457097232341766,0.04235028475522995,0.08538736402988434,phase + group
,DispFormer phase+group,,10823,,0.1338498443365097,0.16707204282283783,0.11703109741210938,0.04159803315997124,0.06985966116189957,phase + group
,DispFormer phase+group,,10955,,0.10565681010484695,0.11016452312469482,0.10337479412555695,0.03663109615445137,0.06163714826107025,phase + group
,DispFormer phase+group,,10994,,0.07305014133453369,0.09869533032178879,0.06006725877523422,0.042102064937353134,0.04447202384471893,phase + group
,DispFormer phase+group,,11107,,0.09388742595911026,0.06715571135282516,0.10742034763097763,0.02946597896516323,0.031652119010686874,phase + group
,DispFormer phase+group,,11157,,0.10190441459417343,0.11447723954916,0.09553941339254379,0.03126111626625061,0.05681530013680458,phase + group
,DispFormer phase+group,,11290,,0.1191670298576355,0.12991981208324432,0.11372341960668564,0.04313036426901817,0.0442560538649559,phase + group
,DispFormer phase+group,,11459,,0.10307568311691284,0.07648050040006638,0.11653950065374374,0.027265356853604317,0.06845668703317642,phase + group
,DispFormer phase+group,,11544,,0.09221764653921127,0.10807806253433228,0.084188312292099,0.024717578664422035,0.06257150322198868,phase + group
,DispFormer phase+group,,11593,,0.05526674538850784,0.0404382199048996,0.0627736896276474,0.01941501535475254,0.0630413368344307,phase + group
,DispFormer phase+group,,11649,,0.09459538757801056,0.15237808227539062,0.06534291058778763,0.021354591473937035,0.06338386237621307,phase + group
,DispFormer phase+group,,11809,,0.06973221153020859,0.08245032280683517,0.06329367309808731,0.039780162274837494,0.047253869473934174,phase + group
,DispFormer phase+group,,12181,,0.06155937537550926,0.11972681432962418,0.032112110406160355,0.03176405280828476,0.046617407351732254,phase + group
,DispFormer phase+group,,12657,,0.11462826281785965,0.10529089719057083,0.11935529857873917,0.046744491904973984,0.05270260572433472,phase + group
