disp_best_rms_km_s,method,reference_in_p05_p95,site_index,status,vs_mae_km_s,vs_mae_0_40km_km_s,vs_mae_40_120km_km_s,phase_forward_rms_km_s,group_forward_rms_km_s,input_protocol
0.010550552847233573,QEDisp m0 multistart,nan,10761,ok,0.10201982736086186,,,,,
nan,DI-Strong,0.49377593360995853,10761,ok,0.13839402794837952,,,,,
nan,DI-Weak,0.6348547717842323,10761,ok,0.14262959361076355,,,,,
0.009182479434630197,QEDisp m0 multistart,nan,10823,ok,0.13369659064891448,,,,,
nan,DI-Strong,0.6556016597510373,10823,ok,0.09896153956651688,,,,,
nan,DI-Weak,1.0,10823,ok,0.1281016618013382,,,,,
0.009838590950002543,QEDisp m0 multistart,nan,10955,ok,0.11894020997705289,,,,,
nan,DI-Strong,0.5892116182572614,10955,ok,0.10720902681350708,,,,,
nan,DI-Weak,0.9045643153526971,10955,ok,0.11908503621816635,,,,,
0.023428041645131896,QEDisp m0 multistart,nan,10994,ok,0.12872665753472165,,,,,
nan,DI-Strong,0.8796680497925311,10994,ok,0.0791514590382576,,,,,
nan,DI-Weak,0.8174273858921162,10994,ok,0.14048722386360168,,,,,
0.013050906961703619,QEDisp m0 multistart,nan,11107,ok,0.07760776722568734,,,,,
nan,DI-Strong,0.6390041493775933,11107,ok,0.14044973254203796,,,,,
nan,DI-Weak,0.5601659751037344,11107,ok,0.20460432767868042,,,,,
0.004444710544843781,QEDisp m0 multistart,nan,11157,ok,0.09692138104826278,,,,,
nan,DI-Strong,0.8008298755186722,11157,ok,0.07434899359941483,,,,,
nan,DI-Weak,0.979253112033195,11157,ok,0.06177173927426338,,,,,
0.006480818426112795,QEDisp m0 multistart,nan,11290,ok,0.06826950717285091,,,,,
nan,DI-Strong,0.5684647302904564,11290,ok,0.11635098606348038,,,,,
nan,DI-Weak,0.983402489626556,11290,ok,0.10526631772518158,,,,,
0.010504226874072148,QEDisp m0 multistart,nan,11459,ok,0.17352737492029482,,,,,
nan,DI-Strong,0.4979253112033195,11459,ok,0.12686793506145477,,,,,
nan,DI-Weak,0.7966804979253111,11459,ok,0.15260128676891327,,,,,
0.012948967640812468,QEDisp m0 multistart,nan,11544,ok,0.07903694623363952,,,,,
nan,DI-Strong,0.7717842323651453,11544,ok,0.08736272901296616,,,,,
nan,DI-Weak,0.7676348547717843,11544,ok,0.14289864897727966,,,,,
0.011669893744096289,QEDisp m0 multistart,nan,11593,ok,0.10510736716177171,,,,,
nan,DI-Strong,0.6431535269709544,11593,ok,0.1328931450843811,,,,,
nan,DI-Weak,0.7510373443983402,11593,ok,0.1968560814857483,,,,,
0.0063242748327673026,QEDisp m0 multistart,nan,11649,ok,0.13752279188153516,,,,,
nan,DI-Strong,0.44398340248962653,11649,ok,0.14516212046146393,,,,,
nan,DI-Weak,0.7593360995850622,11649,ok,0.176046684384346,,,,,
0.0089260970956335,QEDisp m0 multistart,nan,11809,ok,0.10394912134332854,,,,,
nan,DI-Strong,0.7634854771784232,11809,ok,0.1098327562212944,,,,,
nan,DI-Weak,1.0,11809,ok,0.062016066163778305,,,,,
0.00479276350574492,QEDisp m0 multistart,nan,12181,ok,0.1000384060262136,,,,,
nan,DI-Strong,0.9626556016597511,12181,ok,0.0734005942940712,,,,,
nan,DI-Weak,0.9377593360995851,12181,ok,0.08247626572847366,,,,,
0.009631952350513243,QEDisp m0 multistart,nan,12657,ok,0.1425586142399997,,,,,
nan,DI-Strong,0.6639004149377593,12657,ok,0.12037177383899689,,,,,
nan,DI-Weak,0.45643153526970953,12657,ok,0.22448106110095978,,,,,
,DispFormer phase-only,,2,,0.10758262127637863,0.18707361817359924,0.06734030693769455,0.0377589650452137,0.043579135090112686,phase only
,DispFormer phase-only,,7,,0.11591235548257828,0.15757356584072113,0.09482137113809586,0.0397750549018383,0.09007696807384491,phase only
,DispFormer phase-only,,153,,0.17737038433551788,0.08007954061031342,0.22662386298179626,0.031862568110227585,0.07055339962244034,phase only
,DispFormer phase-only,,296,,0.18342219293117523,0.16997863352298737,0.19022801518440247,0.053119219839572906,0.12925571203231812,phase only
,DispFormer phase-only,,331,,0.12688681483268738,0.07593924552202225,0.15267902612686157,0.02670111320912838,0.09349527955055237,phase only
,DispFormer phase-only,,493,,0.12605519592761993,0.09164077788591385,0.14347748458385468,0.03601957857608795,0.12014316767454147,phase only
,DispFormer phase-only,,658,,0.0946430191397667,0.1206534132361412,0.08147524297237396,0.03644172474741936,0.11854314804077148,phase only
,DispFormer phase-only,,786,,0.1493176966905594,0.16467837989330292,0.14154131710529327,0.04568449780344963,0.06321730464696884,phase only
,DispFormer phase-only,,992,,0.11133447289466858,0.12850825488567352,0.10264024883508682,0.035785287618637085,0.09570766240358353,phase only
,DispFormer phase-only,,1009,,0.07084854692220688,0.16339999437332153,0.023994365707039833,0.04436027258634567,0.0994485542178154,phase only
,DispFormer phase-only,,1040,,0.12380875647068024,0.1491064876317978,0.11100178956985474,0.03701748698949814,0.08087119460105896,phase only
,DispFormer phase-only,,1087,,0.12874731421470642,0.09943335503339767,0.14358749985694885,0.028277693316340446,0.06774871051311493,phase only
,DispFormer phase-only,,1148,,0.18411396443843842,0.18127526342868805,0.1855510175228119,0.047894250601530075,0.09649296849966049,phase only
,DispFormer phase-only,,1209,,0.10179015249013901,0.09929533302783966,0.10305315256118774,0.05271304026246071,0.15425634384155273,phase only
,DispFormer phase-only,,1254,,0.07383266091346741,0.11689823865890503,0.05203070491552353,0.06235270947217941,0.11546531319618225,phase only
,DispFormer phase-only,,1319,,0.15384069085121155,0.19829891622066498,0.13133372366428375,0.044003378599882126,0.11612579971551895,phase only
,DispFormer phase-only,,1337,,0.08614840358495712,0.11056488007307053,0.07378755509853363,0.045101597905159,0.07620055228471756,phase only
,DispFormer phase-only,,1429,,0.1318816989660263,0.15546560287475586,0.11994235217571259,0.046635035425424576,0.05676047131419182,phase only
,DispFormer phase-only,,1439,,0.14861960709095,0.17221052944660187,0.13667669892311096,0.024828167632222176,0.04705236479640007,phase only
,DispFormer phase-only,,1749,,0.0640738308429718,0.13318681716918945,0.02908538654446602,0.04769141599535942,0.11796616017818451,phase only
,DispFormer phase-only,,2011,,0.07174992561340332,0.12133602052927017,0.046646974980831146,0.03312093764543533,0.06216108053922653,phase only
,DispFormer phase-only,,2036,,0.09013203531503677,0.1342683732509613,0.0677880123257637,0.06154581159353256,0.108830027282238,phase only
,DispFormer phase-only,,2044,,0.08751111477613449,0.1323956400156021,0.0647883266210556,0.04212747514247894,0.07556623220443726,phase only
,DispFormer phase-only,,2074,,0.10578741133213043,0.1312122642993927,0.0929160863161087,0.03090505860745907,0.1479821354150772,phase only
,DispFormer phase-only,,2076,,0.09945016354322433,0.14691703021526337,0.0754200741648674,0.034645188599824905,0.06760717928409576,phase only
,DispFormer phase-only,,2140,,0.11949243396520615,0.14419393241405487,0.10698729753494263,0.048760052770376205,0.08022146672010422,phase only
,DispFormer phase-only,,2328,,0.058505941182374954,0.08638617396354675,0.04439157247543335,0.031187091022729874,0.08068160712718964,phase only
,DispFormer phase-only,,2487,,0.08201847970485687,0.12614691257476807,0.05967845767736435,0.06213291734457016,0.10769788920879364,phase only
,DispFormer phase-only,,2533,,0.1543533205986023,0.24476103484630585,0.10858441889286041,0.06320563703775406,0.17078016698360443,phase only
,DispFormer phase-only,,2613,,0.07514673471450806,0.09430062025785446,0.06545008718967438,0.06762721389532089,0.09662776440382004,phase only
,DispFormer phase-only,,2634,,0.14658884704113007,0.10710783302783966,0.16657611727714539,0.030030490830540657,0.10183031111955643,phase only
,DispFormer phase-only,,2697,,0.07757096737623215,0.16514557600021362,0.033236313611269,0.034913402050733566,0.12250139564275742,phase only
,DispFormer phase-only,,2813,,0.066937156021595,0.11983919888734818,0.040155503898859024,0.04423872008919716,0.09531998634338379,phase only
,DispFormer phase-only,,2816,,0.11473481357097626,0.16870689392089844,0.08741144835948944,0.03488212078809738,0.07800425589084625,phase only
,DispFormer phase-only,,2835,,0.10443543642759323,0.10686208307743073,0.10320694744586945,0.07077579200267792,0.11517275869846344,phase only
,DispFormer phase-only,,3197,,0.10138999670743942,0.17624352872371674,0.06349538266658783,0.037696510553359985,0.1308802366256714,phase only
,DispFormer phase-only,,3291,,0.0753176212310791,0.13009226322174072,0.04758796468377113,0.055840689688920975,0.1147245541214943,phase only
,DispFormer phase-only,,3388,,0.09029822051525116,0.15696217119693756,0.05654959753155708,0.06000789627432823,0.07737059891223907,phase only
,DispFormer phase-only,,3546,,0.1561497449874878,0.22312211990356445,0.12224496901035309,0.04280383512377739,0.1369781494140625,phase only
,DispFormer phase-only,,3559,,0.0524178184568882,0.07903008162975311,0.038945361971855164,0.04126957058906555,0.09583554416894913,phase only
,DispFormer phase-only,,3785,,0.05920859053730965,0.10416402667760849,0.03644989803433418,0.04118562862277031,0.06670232117176056,phase only
,DispFormer phase-only,,3805,,0.10011564195156097,0.21877853572368622,0.04004255309700966,0.04568232595920563,0.16312551498413086,phase only
,DispFormer phase-only,,4046,,0.11423823237419128,0.16066598892211914,0.09073418378829956,0.02760334499180317,0.10187940299510956,phase only
,DispFormer phase-only,,4124,,0.08885685354471207,0.16994643211364746,0.04780525341629982,0.0635184720158577,0.1466168910264969,phase only
,DispFormer phase-only,,4215,,0.101600281894207,0.1415766477584839,0.08136226236820221,0.08064036816358566,0.18601496517658234,phase only
,DispFormer phase-only,,4427,,0.14530858397483826,0.2807970643043518,0.07671752572059631,0.03378542512655258,0.12461202591657639,phase only
,DispFormer phase-only,,4472,,0.14794377982616425,0.20574155449867249,0.11868363618850708,0.058479029685258865,0.16282323002815247,phase only
,DispFormer phase-only,,4555,,0.13774552941322327,0.2650732100009918,0.07328587770462036,0.043451808393001556,0.16701164841651917,phase only
,DispFormer phase-only,,4670,,0.08646608144044876,0.15779338777065277,0.05035663768649101,0.03148853778839111,0.09595660120248795,phase only
,DispFormer phase-only,,4695,,0.10794288665056229,0.14823879301548004,0.08754308521747589,0.04519641399383545,0.07639512419700623,phase only
,DispFormer phase-only,,4724,,0.1259363889694214,0.14324411749839783,0.11717434227466583,0.04568406194448471,0.08387714624404907,phase only
,DispFormer phase-only,,4805,,0.10190588235855103,0.1450212001800537,0.08007875829935074,0.03431086614727974,0.0794372633099556,phase only
,DispFormer phase-only,,4989,,0.11769784986972809,0.189386785030365,0.08140531182289124,0.03805968165397644,0.08167151361703873,phase only
,DispFormer phase-only,,5077,,0.1159931868314743,0.1332821249961853,0.10724065452814102,0.03733806312084198,0.06401799619197845,phase only
,DispFormer phase-only,,5097,,0.07374968379735947,0.17020076513290405,0.024921324104070663,0.08141034841537476,0.20566274225711823,phase only
,DispFormer phase-only,,5111,,0.07835844159126282,0.11940951645374298,0.05757632851600647,0.04893233999609947,0.09394385665655136,phase only
,DispFormer phase-only,,5212,,0.10815872997045517,0.09399617463350296,0.11532852798700333,0.05178052559494972,0.10472014546394348,phase only
,DispFormer phase-only,,5564,,0.08999365568161011,0.15673094987869263,0.05620790272951126,0.037313081324100494,0.09628744423389435,phase only
,DispFormer phase-only,,5580,,0.10712829232215881,0.12600448727607727,0.0975722149014473,0.0317344143986702,0.105473093688488,phase only
,DispFormer phase-only,,5604,,0.09773050248622894,0.12870678305625916,0.08204876631498337,0.04201638326048851,0.04931054264307022,phase only
,DispFormer phase-only,,5762,,0.08614667505025864,0.10540574789047241,0.07639677822589874,0.058679159730672836,0.09580953419208527,phase only
,DispFormer phase-only,,6047,,0.08887646347284317,0.10205483436584473,0.0822049230337143,0.042815182358026505,0.10741163045167923,phase only
,DispFormer phase-only,,6196,,0.15217776596546173,0.24388927221298218,0.10574879497289658,0.07529386132955551,0.16002827882766724,phase only
,DispFormer phase-only,,6663,,0.06558931618928909,0.1096283495426178,0.04329456388950348,0.055713169276714325,0.08407703042030334,phase only
,DispFormer phase-only,,6679,,0.1448829025030136,0.19840045273303986,0.11778964847326279,0.03971177339553833,0.07850383222103119,phase only
,DispFormer phase-only,,6771,,0.1487499624490738,0.16866347193717957,0.1386687457561493,0.07371943444013596,0.10767050832509995,phase only
,DispFormer phase-only,,6956,,0.11482004076242447,0.12202794849872589,0.11117102950811386,0.02677011303603649,0.05431155115365982,phase only
,DispFormer phase-only,,7220,,0.1147516518831253,0.16250678896903992,0.09057560563087463,0.05536628141999245,0.1095319390296936,phase only
,DispFormer phase-only,,7308,,0.1015772819519043,0.11924368143081665,0.09263366460800171,0.06896508485078812,0.10422723740339279,phase only
,DispFormer phase-only,,7350,,0.0947132334113121,0.17366421222686768,0.05474430322647095,0.03688694164156914,0.041502945125103,phase only
,DispFormer phase-only,,7422,,0.10665273666381836,0.1320880800485611,0.09377609193325043,0.051966797560453415,0.09072280675172806,phase only
,DispFormer phase-only,,7447,,0.09660147875547409,0.14732152223587036,0.07092446088790894,0.07079341262578964,0.11500857025384903,phase only
,DispFormer phase-only,,7454,,0.06160893663764,0.14272700250148773,0.020542915910482407,0.06594554334878922,0.18898211419582367,phase only
,DispFormer phase-only,,7640,,0.08787462115287781,0.1151375025510788,0.07407278567552567,0.05027662590146065,0.07947094738483429,phase only
,DispFormer phase-only,,7681,,0.08050122112035751,0.13151733577251434,0.054674308747053146,0.06263827532529831,0.18423782289028168,phase only
,DispFormer phase-only,,7794,,0.13898007571697235,0.2983992397785187,0.05827414244413376,0.0869164764881134,0.22926877439022064,phase only
,DispFormer phase-only,,7861,,0.10367026925086975,0.1185925081372261,0.09611587226390839,0.07403542101383209,0.2038700431585312,phase only
,DispFormer phase-only,,7871,,0.07976821064949036,0.11923789978027344,0.05978667736053467,0.06661005318164825,0.1332043558359146,phase only
,DispFormer phase-only,,8105,,0.07871627062559128,0.1416313797235489,0.04686548933386803,0.07747998088598251,0.10718967020511627,phase only
,DispFormer phase-only,,8228,,0.06413432210683823,0.1086735650897026,0.041586339473724365,0.06370782852172852,0.08023128658533096,phase only
,DispFormer phase-only,,8270,,0.1203976720571518,0.2630109488964081,0.04819970950484276,0.07537055015563965,0.1460905522108078,phase only
,DispFormer phase-only,,8308,,0.17876563966274261,0.2228880226612091,0.15642865002155304,0.055230170488357544,0.09822230041027069,phase only
,DispFormer phase-only,,8314,,0.05938507989048958,0.09688550978899002,0.040400486439466476,0.07485052943229675,0.09003501385450363,phase only
,DispFormer phase-only,,8467,,0.070246122777462,0.12621203064918518,0.04191338270902634,0.06592971086502075,0.08031570911407471,phase only
,DispFormer phase-only,,8523,,0.09647160768508911,0.11981537938117981,0.0846538096666336,0.05541889742016792,0.07013966143131256,phase only
,DispFormer phase-only,,8568,,0.15616421401500702,0.12949272990226746,0.16966667771339417,0.0671655461192131,0.11423997581005096,phase only
,DispFormer phase-only,,8624,,0.07768122106790543,0.1161467432975769,0.05820804834365845,0.07723735272884369,0.08695531636476517,phase only
,DispFormer phase-only,,8665,,0.12013138830661774,0.1963656097650528,0.08153779804706573,0.026539037004113197,0.15286073088645935,phase only
,DispFormer phase-only,,8782,,0.13496249914169312,0.14915911853313446,0.12777547538280487,0.05893808975815773,0.10432442277669907,phase only
,DispFormer phase-only,,8848,,0.0668543353676796,0.12665560841560364,0.03657994419336319,0.024927383288741112,0.07626032829284668,phase only
,DispFormer phase-only,,9065,,0.12473084777593613,0.10906089097261429,0.1326637715101242,0.046839214861392975,0.058288782835006714,phase only
,DispFormer phase-only,,9116,,0.12001432478427887,0.21495677530765533,0.07194969803094864,0.027932969853281975,0.07039355486631393,phase only
,DispFormer phase-only,,9220,,0.13678215444087982,0.21301265060901642,0.09819046407938004,0.031130561605095863,0.06917344778776169,phase only
,DispFormer phase-only,,9314,,0.1576698273420334,0.20910373330116272,0.13163140416145325,0.03088195249438286,0.07115461677312851,phase only
,DispFormer phase-only,,9335,,0.12423336505889893,0.19096629321575165,0.09044982492923737,0.04362548887729645,0.08055657893419266,phase only
,DispFormer phase-only,,9495,,0.10318972170352936,0.10451281815767288,0.1025199145078659,0.039692554622888565,0.07642640173435211,phase only
,DispFormer phase-only,,9549,,0.11223841458559036,0.1727631390094757,0.08159776777029037,0.029001135379076004,0.0830049216747284,phase only
,DispFormer phase-only,,9586,,0.150716632604599,0.21232548356056213,0.11952712386846542,0.029745815321803093,0.048560336232185364,phase only
,DispFormer phase-only,,9591,,0.11722686886787415,0.18210217356681824,0.08438374847173691,0.02521931193768978,0.08090372383594513,phase only
,DispFormer phase-only,,9680,,0.1322261393070221,0.25050777196884155,0.07234606891870499,0.025712698698043823,0.08058330416679382,phase only
,DispFormer phase-only,,9827,,0.14091423153877258,0.1863144338130951,0.11793039739131927,0.046056605875492096,0.126030832529068,phase only
,DispFormer phase-only,,9858,,0.1623612344264984,0.12208772450685501,0.18274971842765808,0.08371711522340775,0.04278237372636795,phase only
,DispFormer phase-only,,9868,,0.2005062848329544,0.15272435545921326,0.22469587624073029,0.07771146297454834,0.07107724994421005,phase only
,DispFormer phase-only,,9938,,0.1116383820772171,0.17208276689052582,0.08103841543197632,0.0325448103249073,0.11915181577205658,phase only
,DispFormer phase-only,,9951,,0.11771772801876068,0.12397948652505875,0.1145477145910263,0.0514383539557457,0.044480033218860626,phase only
,DispFormer phase-only,,9952,,0.09758836030960083,0.13579995930194855,0.07824374735355377,0.03125138580799103,0.06707485765218735,phase only
,DispFormer phase-only,,9986,,0.11322656273841858,0.16892364621162415,0.08502991497516632,0.03631624951958656,0.0731147900223732,phase only
,DispFormer phase-only,,10074,,0.22684548795223236,0.16035734117031097,0.26050513982772827,0.061056774109601974,0.1192798912525177,phase only
,DispFormer phase-only,,10141,,0.1760454624891281,0.15646615624427795,0.18595749139785767,0.06731174886226654,0.05255623906850815,phase only
,DispFormer phase-only,,10356,,0.05438227578997612,0.1199633777141571,0.021181847900152206,0.038782719522714615,0.06770672649145126,phase only
,DispFormer phase-only,,10553,,0.19136257469654083,0.18430081009864807,0.1949375867843628,0.06001373752951622,0.1607809215784073,phase only
,DispFormer phase-only,,10568,,0.09554104506969452,0.11310335993766785,0.08665013313293457,0.02060418762266636,0.06553615629673004,phase only
,DispFormer phase-only,,10726,,0.08835538476705551,0.09235873073339462,0.08632870018482208,0.03417057543992996,0.05202494561672211,phase only
,DispFormer phase-only,,10755,,0.08947227150201797,0.1405419409275055,0.0636182427406311,0.03038085252046585,0.09396049380302429,phase only
,DispFormer phase-only,,10761,,0.13903780281543732,0.20837430655956268,0.10393618047237396,0.05899079516530037,0.13970880210399628,phase only
,DispFormer phase-only,,10823,,0.1143130511045456,0.19762594997882843,0.07213590294122696,0.06185505911707878,0.1357898861169815,phase only
,DispFormer phase-only,,10955,,0.1218508705496788,0.12404029816389084,0.12074246257543564,0.06407365202903748,0.09874648600816727,phase only
,DispFormer phase-only,,10994,,0.11890751868486404,0.060670606791973114,0.14838996529579163,0.04473263770341873,0.10608113557100296,phase only
,DispFormer phase-only,,11107,,0.1258838027715683,0.08842237293720245,0.14484865963459015,0.023297006264328957,0.049034856259822845,phase only
,DispFormer phase-only,,11157,,0.10937175154685974,0.12298640608787537,0.10247933864593506,0.06514134258031845,0.0638074278831482,phase only
,DispFormer phase-only,,11290,,0.1354876458644867,0.13005341589450836,0.13823871314525604,0.06643960624933243,0.06071637198328972,phase only
,DispFormer phase-only,,11459,,0.0887642353773117,0.110004723072052,0.07801124453544617,0.0313873253762722,0.08683884143829346,phase only
,DispFormer phase-only,,11544,,0.08851046115159988,0.14402662217617035,0.06040539592504501,0.035514798015356064,0.1127091571688652,phase only
,DispFormer phase-only,,11593,,0.07179238647222519,0.0651312917470932,0.0751645565032959,0.03274361416697502,0.05973800644278526,phase only
,DispFormer phase-only,,11649,,0.10763277858495712,0.1643805056810379,0.07890424877405167,0.06033887714147568,0.12250643223524094,phase only
,DispFormer phase-only,,11809,,0.05889390781521797,0.11434901505708694,0.030819768086075783,0.04323117062449455,0.0578579381108284,phase only
,DispFormer phase-only,,12181,,0.08731906116008759,0.13146011531352997,0.0649726539850235,0.05051556974649429,0.07766245305538177,phase only
,DispFormer phase-only,,12657,,0.1054813489317894,0.08503329008817673,0.11583316326141357,0.0382247120141983,0.059133224189281464,phase only
,DispFormer phase+group,,2,,0.12395530939102173,0.15941908955574036,0.10600177943706512,0.04124491661787033,0.03657754883170128,phase + group
,DispFormer phase+group,,7,,0.07126320153474808,0.12354453653097153,0.04479576274752617,0.03357010707259178,0.05634044110774994,phase + group
,DispFormer phase+group,,153,,0.20544886589050293,0.08787866681814194,0.26496878266334534,0.0179485771805048,0.06414695084095001,phase + group
,DispFormer phase+group,,296,,0.15286162495613098,0.17891152203083038,0.1396738737821579,0.05064576864242554,0.05864500254392624,phase + group
,DispFormer phase+group,,331,,0.11370176821947098,0.09753745049238205,0.12188496440649033,0.04566315934062004,0.053679171949625015,phase + group
,DispFormer phase+group,,493,,0.09117723256349564,0.08658694475889206,0.09350106865167618,0.01621881313621998,0.047419190406799316,phase + group
,DispFormer phase+group,,658,,0.06320232897996902,0.09640340507030487,0.04639428108930588,0.02267669327557087,0.049834899604320526,phase + group
,DispFormer phase+group,,786,,0.17452146112918854,0.1571483165025711,0.18331663310527802,0.038464564830064774,0.04884171485900879,phase + group
,DispFormer phase+group,,992,,0.11203460395336151,0.11090909689664841,0.11260439455509186,0.03157751262187958,0.060588959604501724,phase + group
,DispFormer phase+group,,1009,,0.12424714118242264,0.1734738051891327,0.09932614862918854,0.03251343593001366,0.038532983511686325,phase + group
,DispFormer phase+group,,1040,,0.13892339169979095,0.16501161456108093,0.1257162243127823,0.020710380747914314,0.04980909079313278,phase + group
,DispFormer phase+group,,1087,,0.1495518684387207,0.11217451840639114,0.16847415268421173,0.02720973826944828,0.04605412110686302,phase + group
,DispFormer phase+group,,1148,,0.1717360019683838,0.1898289918899536,0.16257643699645996,0.04647287726402283,0.09260718524456024,phase + group
,DispFormer phase+group,,1209,,0.09297700971364975,0.1302933692932129,0.07408559322357178,0.0325777642428875,0.09650083631277084,phase + group
,DispFormer phase+group,,1254,,0.09011679887771606,0.13078688085079193,0.06952757388353348,0.019395945593714714,0.0459279827773571,phase + group
,DispFormer phase+group,,1319,,0.17047107219696045,0.18430191278457642,0.16346918046474457,0.05832028388977051,0.0658440887928009,phase + group
,DispFormer phase+group,,1337,,0.0874365046620369,0.08640576899051666,0.08795829862356186,0.033626534044742584,0.037048909813165665,phase + group
,DispFormer phase+group,,1429,,0.13245873153209686,0.1422751247882843,0.12748917937278748,0.03349225968122482,0.049303360283374786,phase + group
,DispFormer phase+group,,1439,,0.116561658680439,0.16164787113666534,0.09373676776885986,0.01920495182275772,0.03950485214591026,phase + group
,DispFormer phase+group,,1749,,0.04808248579502106,0.0456291027367115,0.049324505031108856,0.03376896679401398,0.05678503215312958,phase + group
,DispFormer phase+group,,2011,,0.06731938570737839,0.1122710257768631,0.04456262290477753,0.036618005484342575,0.040743112564086914,phase + group
,DispFormer phase+group,,2036,,0.12604807317256927,0.14905869960784912,0.11439895629882812,0.018231315538287163,0.04617485776543617,phase + group
,DispFormer phase+group,,2044,,0.10749804973602295,0.11831040680408478,0.10202427953481674,0.02330000326037407,0.047489069402217865,phase + group
,DispFormer phase+group,,2074,,0.10625270754098892,0.08865121006965637,0.11516346782445908,0.017913149669766426,0.05826691538095474,phase + group
,DispFormer phase+group,,2076,,0.10499627888202667,0.11217948794364929,0.1013597846031189,0.028318561613559723,0.03811578080058098,phase + group
,DispFormer phase+group,,2140,,0.11130465567111969,0.12667854130268097,0.10352163016796112,0.032169587910175323,0.050193630158901215,phase + group
,DispFormer phase+group,,2328,,0.06230751425027847,0.10216142237186432,0.04213147610425949,0.02818341739475727,0.041724927723407745,phase + group
,DispFormer phase+group,,2487,,0.13880155980587006,0.14220549166202545,0.13707831501960754,0.02795138768851757,0.05311872065067291,phase + group
,DispFormer phase+group,,2533,,0.10094879567623138,0.14019055664539337,0.08108264207839966,0.029444415122270584,0.06707508116960526,phase + group
,DispFormer phase+group,,2613,,0.0754779800772667,0.08980873972177505,0.0682230219244957,0.0421585850417614,0.05503179505467415,phase + group
,DispFormer phase+group,,2634,,0.1483815312385559,0.14717957377433777,0.14899000525474548,0.04189705848693848,0.035417791455984116,phase + group
,DispFormer phase+group,,2697,,0.15588228404521942,0.1641751527786255,0.1516840159893036,0.02115764655172825,0.05403996258974075,phase + group
,DispFormer phase+group,,2813,,0.06002851203083992,0.07935193926095963,0.05024602264165878,0.03060290962457657,0.05068495497107506,phase + group
,DispFormer phase+group,,2816,,0.1069929227232933,0.14541232585906982,0.08754308521747589,0.016175664961338043,0.034042488783597946,phase + group
,DispFormer phase+group,,2835,,0.08179216086864471,0.10964544117450714,0.06769143044948578,0.040230244398117065,0.06962453573942184,phase + group
,DispFormer phase+group,,3197,,0.06955796480178833,0.06043277680873871,0.074177585542202,0.02296091616153717,0.06472596526145935,phase + group
,DispFormer phase+group,,3291,,0.0942547544836998,0.11374379694461823,0.08438841998577118,0.02336878515779972,0.05829991027712822,phase + group
,DispFormer phase+group,,3388,,0.09421653300523758,0.161509707570076,0.06014937162399292,0.04818595200777054,0.04873637482523918,phase + group
,DispFormer phase+group,,3546,,0.12407666444778442,0.12987542152404785,0.12114105373620987,0.03387051075696945,0.07070917636156082,phase + group
,DispFormer phase+group,,3559,,0.058358822017908096,0.08787123113870621,0.04341816157102585,0.024159638211131096,0.05339840427041054,phase + group
,DispFormer phase+group,,3785,,0.08903446793556213,0.09900369495153427,0.0839875340461731,0.027020977810025215,0.054411839693784714,phase + group
,DispFormer phase+group,,3805,,0.07551684230566025,0.12478138506412506,0.05057666450738907,0.03083629533648491,0.06888485699892044,phase + group
,DispFormer phase+group,,4046,,0.11007700115442276,0.11488009989261627,0.1076454296708107,0.0405435636639595,0.05924049764871597,phase + group
,DispFormer phase+group,,4124,,0.08770065754652023,0.13045534491539001,0.06605609506368637,0.02989012561738491,0.06517504155635834,phase + group
,DispFormer phase+group,,4215,,0.06551042199134827,0.10391837358474731,0.046066395938396454,0.041753824800252914,0.0961107388138771,phase + group
,DispFormer phase+group,,4427,,0.10071375221014023,0.19004420936107635,0.05549021437764168,0.026635250076651573,0.04574311524629593,phase + group
,DispFormer phase+group,,4472,,0.12226807326078415,0.12248938530683517,0.12215602397918701,0.036403339356184006,0.08087189495563507,phase + group
,DispFormer phase+group,,4555,,0.15813609957695007,0.23064851760864258,0.12142670154571533,0.01956186443567276,0.07313752919435501,phase + group
,DispFormer phase+group,,4670,,0.10273772478103638,0.11940363794565201,0.09430061280727386,0.03128938376903534,0.037312742322683334,phase + group
,DispFormer phase+group,,4695,,0.1570703089237213,0.1692606806755066,0.15089891850948334,0.03982071205973625,0.06062904745340347,phase + group
,DispFormer phase+group,,4724,,0.12606343626976013,0.1374630182981491,0.12029238790273666,0.02481001242995262,0.06092873215675354,phase + group
,DispFormer phase+group,,4805,,0.09939121454954147,0.13682210445404053,0.08044183254241943,0.018058501183986664,0.039588287472724915,phase + group
,DispFormer phase+group,,4989,,0.14724798500537872,0.17515356838703156,0.13312079012393951,0.03507450222969055,0.05311733856797218,phase + group
,DispFormer phase+group,,5077,,0.09604056924581528,0.1282331496477127,0.07974307239055634,0.02537137269973755,0.03710571303963661,phase + group
,DispFormer phase+group,,5097,,0.07257020473480225,0.12221025675535202,0.04743993282318115,0.03450470417737961,0.12362054735422134,phase + group
,DispFormer phase+group,,5111,,0.06326914578676224,0.13157539069652557,0.028689105063676834,0.02848350815474987,0.05795624479651451,phase + group
,DispFormer phase+group,,5212,,0.10361199080944061,0.1120872050523758,0.0993214100599289,0.025147059932351112,0.06234658882021904,phase + group
,DispFormer phase+group,,5564,,0.036664947867393494,0.07410138100385666,0.017712753266096115,0.01537779625505209,0.05446132272481918,phase + group
,DispFormer phase+group,,5580,,0.07018360495567322,0.11896660923957825,0.04548722505569458,0.02904440276324749,0.05366517975926399,phase + group
