site_index,method,vs_mae_km_s,vs_mae_0_40km_km_s,vs_mae_40_120km_km_s,phase_forward_rms_km_s,group_forward_rms_km_s,input_protocol
8523,DispFormer phase-only,0.09647160768508911,0.11981537938117981,0.0846538096666336,0.05541889742016792,0.07013966143131256,phase only
8568,DispFormer phase-only,0.15616421401500702,0.12949272990226746,0.16966667771339417,0.0671655461192131,0.11423997581005096,phase only
8624,DispFormer phase-only,0.07768122106790543,0.1161467432975769,0.05820804834365845,0.07723735272884369,0.08695531636476517,phase only
8665,DispFormer phase-only,0.12013138830661774,0.1963656097650528,0.08153779804706573,0.026539037004113197,0.15286073088645935,phase only
8782,DispFormer phase-only,0.13496249914169312,0.14915911853313446,0.12777547538280487,0.05893808975815773,0.10432442277669907,phase only
8848,DispFormer phase-only,0.0668543353676796,0.12665560841560364,0.03657994419336319,0.024927383288741112,0.07626032829284668,phase only
9065,DispFormer phase-only,0.12473084777593613,0.10906089097261429,0.1326637715101242,0.046839214861392975,0.058288782835006714,phase only
9116,DispFormer phase-only,0.12001432478427887,0.21495677530765533,0.07194969803094864,0.027932969853281975,0.07039355486631393,phase only
9220,DispFormer phase-only,0.13678215444087982,0.21301265060901642,0.09819046407938004,0.031130561605095863,0.06917344778776169,phase only
9314,DispFormer phase-only,0.1576698273420334,0.20910373330116272,0.13163140416145325,0.03088195249438286,0.07115461677312851,phase only
9335,DispFormer phase-only,0.12423336505889893,0.19096629321575165,0.09044982492923737,0.04362548887729645,0.08055657893419266,phase only
9495,DispFormer phase-only,0.10318972170352936,0.10451281815767288,0.1025199145078659,0.039692554622888565,0.07642640173435211,phase only
9549,DispFormer phase-only,0.11223841458559036,0.1727631390094757,0.08159776777029037,0.029001135379076004,0.0830049216747284,phase only
9586,DispFormer phase-only,0.150716632604599,0.21232548356056213,0.11952712386846542,0.029745815321803093,0.048560336232185364,phase only
