checkpoint,euler_steps,method,min_period_count,n_depth,n_sites,period_max_s,period_min_s,posterior_samples,reference_in_p05_p95,reference_in_p05_p95_shallow_0_40km,runtime_s,site_stride,vs_bias_km_s,vs_mae_0_40km_km_s,vs_mae_40_120km_km_s,vs_mae_km_s,vs_rmse_km_s
/Volumes/lx_exFAT/yzy_directSWI/code_data/ckpt/fair_di_strong_full_seed642026/best.pt,24,DI-Strong,10,241,512,60.0,8.0,32,0.6867382002074689,0.7874469521604939,13.204752922058105,1,-0.039145950227975845,0.10893481224775314,0.11000494658946991,0.1096452847123146,0.14590361714363098
/Volumes/lx_exFAT/yzy_directSWI/code_data/ckpt/fair_di_weak_full_seed642026/best.pt,24,DI-Weak,10,241,512,60.0,8.0,32,0.8398761670124482,0.8910349151234568,5.8873231410980225,1,0.00943269394338131,0.1755903959274292,0.12859594821929932,0.1443907767534256,0.19822990894317627
