burnin,case_index,di_mean_vs_p05_p95_width_km_s,di_median_vs_mae_km_s,di_target_vs_mae_km_s,di_vs_p05_p95_coverage,di_vs_p16_p84_coverage,input_mode,mcmc_accept_max,mcmc_accept_mean,mcmc_accept_min,mcmc_chain_usable,mcmc_ess_median,mcmc_ess_min,mcmc_mean_vs_p05_p95_width_km_s,mcmc_median_vs_mae_km_s,mcmc_pred_rms_km_s,mcmc_pred_valid_samples,mcmc_predictive_fit_ok,mcmc_rhat_max,mcmc_rhat_median,mcmc_runtime_s,mcmc_target_vs_mae_km_s,mcmc_usable,mcmc_vs_p05_p95_coverage,mcmc_vs_p16_p84_coverage,n_params,n_post_draws,n_prior_samples,n_steps,n_walkers,prior_model,regime,resume_source,sigma_c_km_s,thin,vs_control_wasserstein_mean_km_s,vs_median_absdiff_mcmc_di_km_s,vs_p05_p95_interval_overlap,vs_p05_p95_width_ratio_di_to_mcmc,vs_q05_q50_q95_absdiff_mcmc_di_km_s
300,0,0.43178794847335666,0.168598287506029,0.168598287506029,0.6171875,0.44921875,joint,0.36846153846153845,0.32623397435897433,0.2826923076923077,True,225.1550154536842,182.64400310575607,0.2459746170905418,0.16426338674500585,0.03417126461863518,128,True,1.1210911273956299,1.1119003295898438,1228.7208120822906,0.16426338674500585,True,0.4453125,0.2578125,11,11040,2500,2600,24,GMM-6 projected strong prior,boundary,results/same_prior_mcmc_posterior/strong_gmm6_k10_boundary_out_cases0_1_s1600/same_prior_mcmc_posterior_diagnostics.npz,0.1,5,0.10914331987530294,0.08968842751346529,0.512429926094015,2.137576013048212,0.10454220573495454
300,1,0.4473279000958428,0.11915988300461322,0.11915988300461322,0.9375,0.68359375,joint,0.41,0.38153846153846155,0.3503846153846154,True,294.04970481815076,256.90024258425825,0.25203301492147145,0.13851353951031342,0.03034473955631256,128,True,1.1182136535644531,1.0865808725357056,1634.7558109760284,0.13851353951031342,True,0.58203125,0.2890625,11,11040,2500,2600,24,GMM-6 projected strong prior,boundary,results/same_prior_mcmc_posterior/strong_gmm6_k10_boundary_out_cases0_1_s1600/same_prior_mcmc_posterior_diagnostics.npz,0.1,5,0.19911126792099745,0.15806546242674813,0.4498517968729931,2.153487949899862,0.15588123697865133
300,0,0.8943247843417339,1.0415172415087,1.0415172415087,0.20703125,0.1328125,joint,0.31153846153846154,0.23099358974358974,0.0003846153846153846,False,55.79943646837445,35.61295274020595,0.9570278628612865,0.8546395361190662,0.05040854588150978,128,True,30.87774085998535,1.704951524734497,1023.9451277256012,0.8546395361190662,False,0.1875,0.109375,11,11040,2500,2600,24,GMM-6 projected strong prior,out-of-prior,results/same_prior_mcmc_posterior/strong_gmm6_k10_boundary_out_cases0_1_s1600/same_prior_mcmc_posterior_diagnostics.npz,0.1,5,0.22948752716394383,0.2001310745254159,0.7510670557059704,1.0937003298959627,0.15848771419841798
300,1,0.3825394209125079,0.163166580197867,0.163166580197867,0.578125,0.34765625,joint,0.3769230769230769,0.3517467948717949,0.3230769230769231,True,253.09504757607536,193.09005285083705,0.21797642575693313,0.09464904788183048,0.033369868993759155,128,True,1.1299452781677246,1.098034381866455,1358.8627297878265,0.09464904788183048,True,0.6015625,0.3984375,11,11040,2500,2600,24,GMM-6 projected strong prior,out-of-prior,results/same_prior_mcmc_posterior/strong_gmm6_k10_boundary_out_cases0_1_s1600/same_prior_mcmc_posterior_diagnostics.npz,0.1,5,0.21282589545123506,0.17281068756710738,0.3012196377611818,2.1839233359341326,0.1702588726320149
