epoch,epochs,time_s,lr,train_loss,train_rec_loss,train_slope_loss,train_curvature_loss,train_mae,train_rmse,train_vp_mae,train_vs_mae,train_rho_mae,train_vp_rmse,train_vs_rmse,train_rho_rmse,val_loss,val_rec_loss,val_slope_loss,val_curvature_loss,val_mae,val_rmse,val_vp_mae,val_vs_mae,val_rho_mae,val_vp_rmse,val_vs_rmse,val_rho_rmse,selection_score,is_best
11,24,525.8993458747864,0.00011348735612589514,0.20111567514896392,0.20055066286563875,0.009492688947021962,0.009037753682136536,0.1662285896396637,0.2635552328157425,0.2833060284233093,0.11964315966129303,0.0957365670967102,0.395370331287384,0.18611359535694122,0.1318059061217308,0.1909884954802692,0.1904325415380299,0.009325735591119155,0.008966576162492856,0.16096950648352504,0.2549325628206134,0.27554008923470974,0.11419270094484091,0.09317570715211332,0.38339318335056305,0.17735253786668181,0.12835160037502646,0.1909884954802692,False
12,24,525.97873711586,0.00010049999999999999,0.198398623213768,0.19783543947696686,0.009457568488121033,0.009030544023811817,0.16462180134773255,0.2615597081184387,0.2808203757953644,0.11812037883520127,0.09492463396549225,0.39245642745018006,0.18447012818813324,0.13090943382263184,0.19391279201954603,0.19335854751989245,0.009286460233852267,0.008992244518594816,0.16109581384807825,0.25660536577925086,0.27633868250995874,0.11342276213690639,0.09352598735131323,0.3858884321525693,0.17861247342079878,0.1291899154894054,0.19391279201954603,False
13,24,525.9741938114166,8.751264387410486e-05,0.19651592952728272,0.19595394034862518,0.009434261875748634,0.00902761184245348,0.16355415225982667,0.2603873796033859,0.2792132469558716,0.11708463947772979,0.09436455492973328,0.39071800369262694,0.1836010609292984,0.13031996142864227,0.1906477203592658,0.19009534642100334,0.009249047696357593,0.008992220100481063,0.15958683984354138,0.2546245390549302,0.27378136990591884,0.11234718840569258,0.09263194957748055,0.38236821815371513,0.1787740159779787,0.12754158023744822,0.1906477203592658,True
14,24,526.3521580696106,7.474750501229919e-05,0.19417406938552856,0.19361331891536712,0.009409648706614971,0.009026787909269333,0.16216277318000794,0.25890409645080564,0.27715404273986816,0.1156758156299591,0.09365844624996185,0.38858702565193176,0.18234494003295898,0.12958710766792297,0.1917010466568172,0.19114567432552576,0.009307071682997048,0.009001522732432932,0.16045433888211846,0.255357354413718,0.27588314143940806,0.11193521390669048,0.09354464802891016,0.38427682500332594,0.17729006428271532,0.1283686354290694,0.1917010466568172,False
15,24,527.2509860992432,6.242299847967358e-05,0.19187881107330323,0.19131855802059172,0.009399996688365936,0.00902531260073185,0.16095131560325623,0.25764968437194824,0.275432875289917,0.1143781092095375,0.09304294746398926,0.3868937686920166,0.18106287533283233,0.12894128939151764,0.18390710651874542,0.18335562013089657,0.009229827352100983,0.008999428333481774,0.15642870869487524,0.24915659008547664,0.26992627419531345,0.10808456991799176,0.09127526427619159,0.37540246080607176,0.17205455899238586,0.12510078120976686,0.18390710651874542,True
16,24,525.8665850162506,5.0750000000000014e-05,0.18872044189453124,0.1881615197610855,0.009373467766940594,0.009024869603663683,0.15927230724811553,0.25531560733795167,0.27291616431236265,0.11272090673685074,0.09217983504772186,0.38352246947288515,0.1791314319229126,0.12778728895187377,0.18680091947317123,0.18624505307525396,0.009312604059232399,0.009023655380588025,0.15767387812957168,0.2508750529959798,0.27084087347611785,0.11045112600550056,0.09172961697913706,0.37734965421259403,0.1744872867129743,0.1262257001362741,0.18680091947317123,False
17,24,526.0985989570618,3.9928237813632286e-05,0.18733431941509246,0.1867763060617447,0.009355611315071583,0.009023275913894176,0.15834300697803497,0.25439970945358276,0.2715356718349457,0.11175158790349961,0.0917417458486557,0.3821518303775787,0.17838282912254333,0.12745408712863923,0.18053622916340828,0.17998388363048434,0.009244742745067924,0.00901085662189871,0.1542935180477798,0.24725038325414062,0.26605070708319545,0.1068335568998009,0.08999627060256898,0.37225839402526617,0.17132029682397842,0.12424569157883525,0.18053622916340828,True
18,24,527.6590709686279,3.0142875271938526e-05,0.18479817331314086,0.1842408561515808,0.009341377282738686,0.009024831859767437,0.1570162635040283,0.2526692264890671,0.2695570114803314,0.11046282640933991,0.09102893874168395,0.3796372082042694,0.17703664884090423,0.1265156807231903,0.18423413950949907,0.18368114810436964,0.009259636834030971,0.009000946447486058,0.15612460300326347,0.2518753558397293,0.2692051315680146,0.10812117415480316,0.09104748303070664,0.3788619488477707,0.1755423555150628,0.1261782778892666,0.18423413950949907,False
19,24,527.5587389469147,2.156134264102211e-05,0.1836405954170227,0.18308399550437926,0.009326853772699832,0.009025724291205406,0.15622391728401183,0.25185844812870023,0.2683344025325775,0.10970120350360871,0.09063612982749938,0.37849220637321473,0.17625595131874083,0.12619558015823365,0.17639185581356287,0.17584261298179626,0.009184782597003505,0.009000240883324295,0.15198395494371653,0.24418940441682935,0.26235098438337445,0.10485541401430964,0.088745451066643,0.3675921494141221,0.16940642334520817,0.12255416694097221,0.17639185581356287,True
20,24,526.5655369758606,1.4330472323448348e-05,0.18157328508377074,0.18101726856708528,0.009315206508040429,0.009025626935362815,0.15512471432209016,0.25063659388542175,0.2666626358127594,0.10867073482990265,0.09004075741291045,0.37665001088142397,0.17546040668487548,0.12549609040737153,0.1711696800775826,0.170620524790138,0.009182079142192379,0.009005033381981775,0.14983086427673697,0.24114586785435677,0.25922077195718884,0.10282573709264398,0.08744606608524919,0.3636324228718877,0.16622246708720922,0.12062407820485532,0.1711696800775826,True
21,24,527.3816759586334,8.573986515126968e-06,0.17939583885192872,0.17884035261154174,0.009304749706983566,0.009024855714440345,0.15401159212112428,0.24915623473644258,0.2649615407085419,0.10764763928890228,0.08942557973861694,0.3745611620140076,0.1741547204017639,0.12472320151567459,0.17869458766654134,0.17814602004364133,0.009170512872515246,0.009004363673739135,0.15259429765865207,0.24707491183653474,0.26389373233541846,0.10466836695559323,0.08922077971510589,0.3720816373825073,0.17100462596863508,0.1241103014908731,0.17869458766654134,False
22,24,526.5824198722839,4.3903802842377134e-06,0.1789294973564148,0.1783743943119049,0.009296804080605507,0.00902629533469677,0.1536947283411026,0.24881216819763183,0.26454604930877684,0.10725927374839783,0.08927884665727616,0.3740609548568726,0.1738657157421112,0.12457516108989715,0.17554103629663587,0.1749934023246169,0.009150979982223362,0.009008479479234666,0.15086695505306125,0.2445418667048216,0.2606584751047194,0.10391841549426317,0.08802396524697542,0.36821338441222906,0.16948017198592424,0.12267243908718228,0.17554103629663587,False
23,24,526.4123220443726,1.8512362933058668e-06,0.17807609883308412,0.17752138141155244,0.009289048344194889,0.009026513224542142,0.15318455809116363,0.248134527592659,0.26365001812934874,0.10692516600608826,0.08897847508430481,0.3730114471626282,0.1734719721841812,0.1242160762000084,0.17264735233038664,0.17210046388208866,0.009137584449490532,0.009000703255878761,0.14945034543052316,0.24370675487443805,0.2591995499096811,0.10168117401190102,0.08747029746882617,0.3678125748410821,0.16692140558734536,0.1223739895503968,0.17264735233038664,False
24,24,526.0740900039673,1e-06,0.17728365179538727,0.17672919618606567,0.009283635223805905,0.009027391501963139,0.1527648965406418,0.24739995898723602,0.26307164684772494,0.10644207022190094,0.08878095850467682,0.3719719932842255,0.17278449639320373,0.12390234681844711,0.17547888262197375,0.1749315452761948,0.00914682017173618,0.00899968299199827,0.15059290314093232,0.24494227999821305,0.2612338066101074,0.10222342633642256,0.08832145878113806,0.3692410523071885,0.16860164003446698,0.12318622414022684,0.17547888262197375,False
