epoch,epochs,global_step,time_s,lr,train_loss,train_flow_loss,train_rec_loss,train_slope_loss,train_curvature_loss,train_mae,train_rmse,train_vp_mae,train_vs_mae,train_rho_mae,val_loss,val_flow_loss,val_rec_loss,val_slope_loss,val_curvature_loss,val_mae,val_rmse,val_vp_mae,val_vs_mae,val_rho_mae,val_sample_mae,val_sample_rmse,val_sample_vp_mae,val_sample_vs_mae,val_sample_rho_mae,selection_score,best_val_loss_before_epoch,is_best
11,24,17193,474.03874683380127,0.00011348735612589514,0.3647248401751674,0.2950624208265745,0.13872792944550438,0.005044532450445125,0.004622853868441347,0.1592880139080897,0.2617523862872456,0.25855935043199507,0.1542830395483086,0.06502163670694912,0.3324906472116709,0.26783073926344514,0.1289490715134889,0.0034148310878663324,0.0014628596836701035,0.15191818261519074,0.2506492515094578,0.24639683356508613,0.14779638079926372,0.06156131764873862,0.2791925109922886,0.43854206148535013,0.45746078342199326,0.268627620767802,0.11148909549228847,0.3324906472116709,0.34013643208891153,True
12,24,18756,462.99793100357056,0.00010049999999999999,0.35945625829147515,0.29069005600245273,0.13694248658319505,0.004991009709724986,0.004540863498879724,0.15790572258156993,0.2598218933100587,0.2562466514030482,0.15294058113260597,0.06452991989794558,0.33090503606945276,0.2654304448515177,0.13058801810257137,0.003338964575959835,0.0013631017209263518,0.1513760187663138,0.25716391671448946,0.24572222493588924,0.14708877308294177,0.06131704885046929,0.28468669671565294,0.45193031057715416,0.46622064150869846,0.273598191794008,0.11424123146571219,0.33090503606945276,0.3324906472116709,True
13,24,20319,461.0782971382141,8.751264387410486e-05,0.35601739609233857,0.2877368421239572,0.13597393746148753,0.00496877285220463,0.004514631845345405,0.15722232320544358,0.25886678974062527,0.2550916432075903,0.15241166773852216,0.06416364343537784,0.32089989352971315,0.25682480446994305,0.12779390439391136,0.0033023104842868634,0.0013019498510402627,0.1497028295416385,0.2517770598642528,0.2427117545157671,0.1458442290313542,0.060552490525878966,0.28192164469510317,0.449087536893785,0.46233056019991636,0.2704234099946916,0.1130109359510243,0.32089989352971315,0.33090503606945276,True
14,24,21882,463.81892371177673,7.474750501229919e-05,0.35176116132766716,0.284968061433415,0.13300696527793937,0.004904800708693472,0.00443769674328104,0.155072372456773,0.255554216141054,0.2514994823810616,0.15043828448117427,0.06327933683438478,0.31712507270276546,0.2528601964004338,0.1281635642517358,0.0033896946333697997,0.0013605067506432533,0.15022097760811448,0.24999334989115596,0.24338789423927665,0.14640158135443926,0.06087344721890986,0.2727170898579061,0.43313917983323336,0.44694570917636156,0.26255525881424546,0.10865028132684529,0.31712507270276546,0.32089989352971315,True
15,24,23445,467.1511342525482,6.242299847967358e-05,0.347771143177268,0.28183811104076456,0.1312912870258074,0.0048714814485978485,0.004381424321668486,0.1537536803826032,0.25341660138970373,0.24928061693658907,0.14920009644517362,0.06278031335110398,0.3126684110611677,0.25082415947690606,0.1233389307744801,0.0032547321607125923,0.0012052015918015968,0.14742040541023016,0.24623355036601424,0.2389367064461112,0.14374737488105893,0.05957711976952851,0.27709365310147405,0.44292785972356796,0.4533278113231063,0.26689568907022476,0.11105743213556707,0.3126684110611677,0.31712507270276546,True
16,24,25008,467.778058052063,5.0750000000000014e-05,0.343744377333311,0.27842495755857943,0.1300663720299171,0.004851897934157346,0.00436385527166156,0.15284728963388058,0.2521530171750222,0.2478216207912162,0.14835505685170186,0.062365177415802324,0.3147312179207802,0.25095984898507595,0.1271942190360278,0.003249250294174999,0.0011797216757258866,0.14859607396647334,0.25164739647880197,0.24089026590809226,0.14464223431423306,0.060255708754993975,0.27628630958497524,0.44580661226063967,0.4525595149025321,0.26550992066040635,0.11078946362249553,0.3147312179207802,0.3126684110611677,False
17,24,26571,469.80238008499146,3.9928237813632286e-05,0.34116418771231244,0.27612248922073146,0.1295126048670468,0.004840031521089771,0.004339417622180957,0.1523874923110161,0.25165002800223923,0.2469804367230477,0.1479610808179383,0.062220944779295226,0.31157004833221436,0.24960688361898065,0.12358441622927785,0.0031967855684342794,0.0011117578796984162,0.1463330304250121,0.24714030139148235,0.23727066116407514,0.1427536099217832,0.058974802726879716,0.27031242987141013,0.43516700994223356,0.4425550950691104,0.2603254155255854,0.10805675247684121,0.31157004833221436,0.3126684110611677,True
18,24,28134,491.25905203819275,3.0142875271938526e-05,0.3379113959983916,0.27392607381041817,0.12740402685398486,0.004804872004529765,0.0043065222176846525,0.15083275921761952,0.24901016300600154,0.24445917716181895,0.1464793107121401,0.06155977526861967,0.30289701744914055,0.2448466937057674,0.11576615297235548,0.0031266075166058727,0.0010918674652202753,0.141180555569008,0.23683688277378678,0.22890247963368893,0.13800729415379465,0.05663187708705664,0.2639116616919637,0.426927593536675,0.4316626274958253,0.2546890592202544,0.10538328345865011,0.30289701744914055,0.31157004833221436,True
19,24,29697,490.52316188812256,2.156134264102211e-05,0.3346429764271088,0.27127181801060724,0.12618017026478864,0.004768043599774917,0.004267052241427656,0.14992344393248902,0.24761612004983602,0.24288720768648162,0.1456322429733862,0.06125086629840707,0.30067747086286545,0.24245718168094754,0.11611165408976376,0.003077255707466975,0.0010599645484035136,0.14083009539172053,0.23854607716202736,0.2280349493958056,0.13757048617117107,0.0568848408292979,0.26503176847472787,0.430980016477406,0.4339804435148835,0.2554302071221173,0.10568462312221527,0.30067747086286545,0.30289701744914055,True
20,24,31260,495.4330770969391,1.4330472323448348e-05,0.3323819896615017,0.269591723364359,0.12501837490978565,0.004769054084321483,0.004262636199215772,0.14910847260375398,0.24636453748588294,0.2415309898455175,0.1449558410033231,0.06083857256177901,0.2917565321549773,0.23565229633823037,0.11188209662213922,0.0030586962602683343,0.001025463405312621,0.13820752454921603,0.22978039644658566,0.22358596930280328,0.13514222647063434,0.05589436169248074,0.26167991664260626,0.4218771094456315,0.42783340346068144,0.2524763746187091,0.10472994507290423,0.2917565321549773,0.30067747086286545,True
21,24,32823,496.9299111366272,8.573986515126968e-06,0.33071897705624825,0.2683684180752253,0.12414274079175767,0.004738313998456184,0.004227305190895117,0.14837118295412832,0.2452881318765501,0.2403069239298045,0.1442542145659126,0.06055239547980724,0.2955468324944377,0.23781898291781545,0.11512121604755521,0.0031345682582468726,0.0010515492776903557,0.14003276312723756,0.23539490858092904,0.22629479318857193,0.13698674854822457,0.05681674007792026,0.2587166861630976,0.41821039840579033,0.42326006200164557,0.24971763789653778,0.10317233856767416,0.2955468324944377,0.2917565321549773,False
22,24,34386,494.6093399524689,4.3903802842377134e-06,0.32922785290143314,0.2669454170814021,0.12400584921517284,0.004743620738540838,0.004233013907350929,0.14825653683296472,0.24520257014306934,0.2401036398005043,0.14413485401479845,0.06053110244263843,0.29178375378251076,0.23664859496057034,0.10994138661772013,0.0030899099656380713,0.0009968807426048443,0.13700640900060534,0.2294470826163888,0.22152791498228908,0.1341527032200247,0.055338596226647496,0.2556279953569174,0.41491158679127693,0.4181213518604636,0.24692626995965838,0.1018363549374044,0.29178375378251076,0.2917565321549773,False
23,24,35949,492.27499294281006,1.8512362933058668e-06,0.3288111361416959,0.26675600488446727,0.12355163077074827,0.00474164351464624,0.004223438227544428,0.1479340119719963,0.24445967215112746,0.23947868788387253,0.14390659135881329,0.0604167408235395,0.3027273528277874,0.24279872048646212,0.11952202604152262,0.003147280018310994,0.0010256551213387866,0.14286889042705297,0.24130217637866735,0.23099880712106824,0.1393721979111433,0.05823565134778619,0.2592445211485028,0.42134805675596,0.42375373654067516,0.25021147541701794,0.10376833286136389,0.3027273528277874,0.2917565321549773,False
24,24,37512,490.80015897750854,1e-06,0.32793139610546795,0.26621365271656466,0.12287955927547552,0.004717959068722723,0.004206604308044146,0.14743386015000437,0.24402001232232945,0.23878829666459248,0.1433412250291058,0.06017204410064625,0.29603989655151963,0.2378690717741847,0.11600772966630757,0.0031336619576904923,0.0010280129208695143,0.1409106533974409,0.2366848266683519,0.22807045187801123,0.13773875776678324,0.056922730756923556,0.2555119921453297,0.4148658374324441,0.4183391407132149,0.24667948577553034,0.10151732875965536,0.29603989655151963,0.2917565321549773,False
