epoch,epochs,global_step,time_s,lr,train_loss,train_flow_loss,train_rec_loss,train_slope_loss,train_curvature_loss,train_mae,train_rmse,train_vp_mae,train_vs_mae,train_rho_mae,val_loss,val_flow_loss,val_rec_loss,val_slope_loss,val_curvature_loss,val_mae,val_rmse,val_vp_mae,val_vs_mae,val_rho_mae,val_sample_mae,val_sample_rmse,val_sample_vp_mae,val_sample_vs_mae,val_sample_rho_mae,selection_score,best_val_loss_before_epoch,is_best
11,24,17193,535.9443390369415,0.00011348735612589514,0.3563849891292233,0.296763401895628,0.11804022761067746,0.009501747121725777,0.01263859807212747,0.11376701637635381,0.1886564877863809,0.188630355268202,0.08873403684896913,0.06393664879146403,0.319987028837204,0.26515706395730376,0.10867360350675881,0.007933131069876254,0.009650767839048058,0.107796581229195,0.17987235635519028,0.18053827108815312,0.08146295580081642,0.06138850643765181,0.19933650083839893,0.3057794785127044,0.3408925477415323,0.14156628167256713,0.11555065913125873,0.319987028837204,0.3241118872538209,True
12,24,18756,538.2963418960571,0.00010049999999999999,0.35162720774429695,0.29277991114025764,0.11649941073364732,0.009441116664460928,0.012553552079228392,0.11279737868811637,0.18725868994733574,0.18725014047522004,0.08763207786943542,0.06350990951356793,0.3153011277318001,0.26151134772226214,0.10660650511272252,0.007818993646651506,0.009557780605973676,0.10623675305396318,0.17704798094928265,0.17677854094654322,0.08195631112903357,0.059975401381962,0.19350113766267896,0.3021797351539135,0.33010124415159225,0.13862056541256607,0.1117815924808383,0.3153011277318001,0.319987028837204,True
13,24,20319,533.3131201267242,8.751264387410486e-05,0.3478034607546496,0.2893809224940689,0.1156538631087759,0.00941211550114575,0.01250015522019076,0.11234791348530403,0.18678874997702152,0.18673888210181006,0.08700454705564624,0.06330030261326203,0.3100278042256832,0.25578986667096615,0.10750631871633232,0.007795508878189139,0.009500228479737416,0.10628298227675259,0.17946440819650888,0.17773209884762764,0.0808971538208425,0.060219691949896514,0.19410442002117634,0.30410687532275915,0.33204431738704443,0.13767982251010835,0.11258910782635212,0.3100278042256832,0.3153011277318001,True
14,24,21882,533.1933858394623,7.474750501229919e-05,0.3437550486812055,0.28648632238556465,0.1133544731954314,0.009345032659645883,0.012423802480001482,0.1109657246602779,0.1845756105825982,0.18461736703025783,0.08565207068842341,0.06262772803934277,0.30492169968783855,0.2517014928162098,0.10546637186780572,0.00783501352998428,0.00952713712467812,0.10566817224025726,0.17600527871400118,0.17679471336305141,0.07985513331368566,0.06035466375760734,0.19311020616441965,0.3022932317107916,0.3305475004017353,0.1368923767004162,0.11189072276465595,0.30492169968783855,0.3100278042256832,True
15,24,23445,533.4325792789459,6.242299847967358e-05,0.3400511783014408,0.28366172376612553,0.11160159979065641,0.009301378152447009,0.012358647743174455,0.10996946321129418,0.18293776404605946,0.18302060367202272,0.08483964394508686,0.06204813547665998,0.30093355756253004,0.2490703328512609,0.1027576089836657,0.007804613342159428,0.00941918374155648,0.1044075780082494,0.174319950863719,0.17557680932804942,0.07805209187790751,0.059593830606900156,0.18992560356855392,0.2968112528324127,0.32530243415385485,0.13427647552452981,0.11019788193516433,0.30093355756253004,0.30492169968783855,True
16,24,25008,535.6065502166748,5.0750000000000014e-05,0.3378021861411636,0.28154468231298796,0.11134005378948444,0.00928332969327043,0.012331111027107777,0.10985657192351951,0.18292885112098906,0.18306399862772368,0.0844802134935473,0.06202549595083095,0.30032255221158266,0.24813414458185434,0.10341486986726522,0.007754319653031416,0.009325356804765761,0.10400942154228687,0.17482982156798244,0.1749542159959674,0.07761248620226979,0.05946155858691782,0.18654809659346938,0.2929999139159918,0.32069511618465185,0.13039346877485514,0.10855568735860288,0.30032255221158266,0.30093355756253004,True
17,24,26571,531.7329790592194,3.9928237813632286e-05,0.3342079577427679,0.2785809708858101,0.11008110973252293,0.009266828907795503,0.01230905901924281,0.10913096384520113,0.18175361830305,0.18191421314149198,0.08382673367562389,0.06165193684127418,0.29626672342419624,0.24527657544240355,0.10102799418382347,0.007666305173188448,0.009283717256039381,0.10272321500815451,0.17241104831919074,0.17322985641658306,0.07620846224017441,0.05873131949920207,0.18622917449101806,0.2924341456964612,0.3202558262273669,0.12998891132883728,0.10844276682473719,0.29626672342419624,0.30032255221158266,True
18,24,28134,531.5662839412689,3.0142875271938526e-05,0.33242925593506734,0.277433665704056,0.10882212908525003,0.009235682479872756,0.01227415206658005,0.10834736743094596,0.18061631617642182,0.18093102530684138,0.0827663722170978,0.061344697034690754,0.29540879651904106,0.24664309388026595,0.09658725117333233,0.00759857171215117,0.009214543737471104,0.10006225272081792,0.1689029331319034,0.1684886533766985,0.07458898006007075,0.0571091182064265,0.18601882457733154,0.292704570107162,0.3185728071257472,0.13182526780292392,0.10765839274972677,0.29540879651904106,0.29626672342419624,True
19,24,29697,534.4054310321808,2.156134264102211e-05,0.32970895571961895,0.27514014758708305,0.10797379091048348,0.009193969720656378,0.012221451703356537,0.10784476818141461,0.18004212076093476,0.18011305994584784,0.08233657227596715,0.06108466529609756,0.29491401091217995,0.24574663629755378,0.09738943190313876,0.007615471462486312,0.009188545460347086,0.10032829572446644,0.1709309141151607,0.16922495234757662,0.07437893655151129,0.05738098651636392,0.18285931181162596,0.28641944099217653,0.31380369421094656,0.12886538612656295,0.10590884229168296,0.29491401091217995,0.29540879651904106,True
20,24,31260,530.3400540351868,1.4330472323448348e-05,0.3274506836538504,0.27330345187100247,0.10713106794229167,0.009190137609803688,0.012219073757367187,0.10740121095533639,0.17929836004610178,0.1794940528203033,0.08189638883294925,0.06081318308766729,0.2876776233315468,0.2391942013055086,0.09602739405818284,0.0075618637492880225,0.009162715985439718,0.09957498009316623,0.16726110642775893,0.16790652461349964,0.0738065131008625,0.057011893251910806,0.18328998889774084,0.29010835150256753,0.3156199958175421,0.127305707661435,0.1069442464504391,0.2876776233315468,0.29491401091217995,True
21,24,32823,529.6649117469788,8.573986515126968e-06,0.3262286673008595,0.2725923279883079,0.106112345199858,0.009168102116081494,0.012176119859472766,0.10678543186176304,0.1784090843154159,0.1785084468980516,0.08136248935588414,0.06048535153040959,0.2906220816075802,0.2416073507629335,0.09708303702063859,0.007625251164427027,0.009195161837851629,0.10028548096306622,0.16964238183572888,0.16914011910557747,0.07433225074782968,0.05738406255841255,0.18333945702761412,0.28618329111486673,0.31590066477656364,0.127034907694906,0.1070827879011631,0.2906220816075802,0.2876776233315468,False
22,24,34386,529.7121071815491,4.3903802842377134e-06,0.3247395165059632,0.2709657275097079,0.1063872504066521,0.009167403516598565,0.012179322913169898,0.10692870652664188,0.17861732311418096,0.17889373606965853,0.0813017191457123,0.0605906569211245,0.28859831392765045,0.23921313881874084,0.09783526067622006,0.007526006651460193,0.009124314412474632,0.10050518298521638,0.16955848271027207,0.17012237990275025,0.07369839586317539,0.057694764574989676,0.18333284044638276,0.2885590251535177,0.31563459523022175,0.12756801187060773,0.1067958923522383,0.28859831392765045,0.2876776233315468,False
23,24,35949,532.34126329422,1.8512362933058668e-06,0.3243278199788934,0.2709372235332173,0.10562190809599956,0.009160119173506075,0.01216367126269098,0.10649428987590762,0.17788168728847345,0.17812690577366683,0.0809413253574591,0.06041463054549748,0.2910059248097241,0.2419348657131195,0.09719482134096324,0.007633045461261645,0.009199416177580133,0.10061708791181445,0.16944944951683283,0.17079653311520815,0.0733194702770561,0.05773524602409452,0.18005789257586002,0.2841124879196286,0.3109961496666074,0.12420436320826411,0.1049731548409909,0.2910059248097241,0.2876776233315468,False
24,24,37512,528.4225459098816,1e-06,0.3240545391083069,0.27068885111190993,0.10557463538242469,0.009137686228490436,0.012148602187552478,0.10641026903499187,0.17786183773098432,0.17808270646987323,0.08077975248134983,0.060368340595917905,0.29027526173740625,0.2409900133498013,0.09762631845660508,0.007603449368616566,0.00919206696562469,0.10060714976862073,0.17038291366770864,0.17041598306968808,0.073842350859195,0.05756310862489045,0.18019254598766565,0.2847577780485153,0.3111765179783106,0.12429006979800761,0.105111034354195,0.29027526173740625,0.2876776233315468,False
