disp_best_mae_km_s,disp_best_matched_points,disp_best_rms_km_s,fitness_min,lambda_reg,lat,lon,niter_median,num_init_requested,num_pred,num_valid,runtime_s,site_index,status,vs_mean_mae_km_s,vs_median_bias_km_s,vs_median_mae_km_s,vs_width,z_sample_max_km
0.0039069293484153235,19,0.004827435989480717,8.714254095675075e-05,0.01,20.600000381469727,104.4000015258789,12.0,64,56,56,1.0315098762512207,2487,ok,0.1320647718978893,-0.05916494212916424,0.14260386179055554,1.2,120.0
0.0047768429428049,17,0.005354653127749775,5.492502626527591e-05,0.01,30.399999618530273,104.4000015258789,13.5,64,52,52,1.1951172351837158,2533,ok,0.05518201552629392,-0.009091351973714317,0.06254266409897284,1.2,120.0
0.005288953629762842,17,0.006674300192826454,9.630375165141388e-05,0.01,22.600000381469727,104.5999984741211,11.0,64,56,56,0.8544349670410156,2613,ok,0.05685784194805462,-0.011532176548106962,0.06309866728822068,1.2,120.0
0.005010206368300028,17,0.0059549624420119135,6.280459951619467e-05,0.01,26.799999237060547,104.5999984741211,13.0,64,53,53,1.2907261848449707,2634,ok,0.1112816864316346,-0.11931316928802367,0.1253709805425164,1.2,120.0
0.004471174241123473,17,0.005502761700454664,4.029302896177773e-05,0.01,39.400001525878906,104.5999984741211,13.0,64,52,52,1.2326338291168213,2697,ok,0.08481889687921752,0.005262311194738895,0.07277861809827639,1.2,120.0
0.004601345991719665,17,0.006142041013123539,4.156320657677084e-05,0.01,41.599998474121094,104.80000305175781,10.0,64,54,54,0.9515631198883057,2813,ok,0.06015345671014593,-0.03850465879778162,0.06342765507248599,1.2,120.0
0.005368742505528823,24,0.007242099140113061,6.413236347932677e-05,0.01,42.20000076293945,104.80000305175781,9.0,64,53,53,1.1162400245666504,2816,ok,0.07586798135897621,0.01031538505018412,0.06523104730970261,1.2,120.0
0.0040583274460502085,17,0.004935490893314786,6.061058159223449e-05,0.01,22.200000762939453,105.0,12.0,64,52,52,1.0045721530914307,2835,ok,0.09732348034922253,0.006566177648909664,0.10353487785340158,1.2,120.0
0.006551284954801562,24,0.007553297849688029,6.800466876243751e-05,0.01,29.0,105.5999984741211,12.0,64,61,61,1.3399219512939453,3197,ok,0.060206323050760464,-0.02723983849806038,0.057332876698189796,1.2,120.0
0.005270221203168792,17,0.006363436498424966,5.86980107898644e-05,0.01,24.200000762939453,105.80000305175781,11.0,64,53,53,0.957165002822876,3291,ok,0.05034741270508069,0.0037204351397904507,0.0445020463457361,1.2,120.0
0.0032082511501666847,17,0.003733770749507289,5.752402729328429e-05,0.01,22.799999237060547,106.0,12.0,64,55,55,0.9636321067810059,3388,ok,0.062206536567113335,-0.03200225630478853,0.0821581644791572,1.2,120.0
0.0023444385336865207,17,0.0031320134904100337,2.885298972266448e-05,0.01,31.0,106.19999694824219,12.0,64,55,55,1.1321563720703125,3546,ok,0.08259713715074013,-0.0703671323957606,0.0990650915703997,1.2,120.0
0.004286372473104137,17,0.005026504869422924,4.459638709830274e-05,0.01,33.599998474121094,106.19999694824219,13.5,64,56,56,1.1441640853881836,3559,ok,0.0770393873582195,0.005214339523079783,0.07512750453399998,1.2,120.0
0.003556234904403416,17,0.004455553247589346,3.951222577355339e-05,0.01,34.599998474121094,106.5999984741211,12.0,64,58,58,1.041712760925293,3785,ok,0.06600525921100277,-0.020005015960631922,0.08761579505204223,1.2,120.0
0.005415876690306246,17,0.006643645728989868,6.361545858723808e-05,0.01,38.599998474121094,106.5999984741211,14.0,64,60,60,1.4329328536987305,3805,ok,0.13641583176607913,0.028291805385399448,0.1372568213216095,1.2,120.0
0.009416086640702556,24,0.012670876106432884,0.00016608509840149613,0.01,25.799999237060547,107.19999694824219,10.0,64,49,49,1.2423009872436523,4046,ok,0.0854065745883271,-0.012200387684711026,0.07819284751859905,1.2,120.0
0.005326441535993108,17,0.006772095536469303,5.110629746699812e-05,0.01,42.0,107.19999694824219,9.0,64,55,55,0.8140377998352051,4124,ok,0.09860350306868582,0.004474096697636344,0.08570546181949978,1.2,120.0
0.018294529383299046,24,0.02389742500598957,0.0006833968315066174,0.01,20.200000762939453,107.5999984741211,12.0,64,54,54,1.2167370319366455,4215,ok,0.1690796271769653,0.04352517236217247,0.15689401252853394,1.2,120.0
0.004790639885385213,24,0.006080644325271053,4.9060435707732515e-05,0.01,37.400001525878906,108.0,10.0,64,53,53,1.1586430072784424,4427,ok,0.06266077780177498,-0.043666245287897185,0.07362092243401439,1.2,120.0
0.0031173809091385157,17,0.004221505542792065,2.270653982394767e-05,0.01,35.599998474121094,108.19999694824219,9.0,64,49,49,0.9129190444946289,4472,ok,0.07327992669371795,-0.046151475786144196,0.08129647984041616,1.2,120.0
