epoch,epochs,time_s,lr,train_loss,train_rec_loss,train_slope_loss,train_curvature_loss,train_mae,train_rmse,train_vp_mae,train_vs_mae,train_rho_mae,train_vp_rmse,train_vs_rmse,train_rho_rmse,val_loss,val_rec_loss,val_slope_loss,val_curvature_loss,val_mae,val_rmse,val_vp_mae,val_vs_mae,val_rho_mae,val_vp_rmse,val_vs_rmse,val_rho_rmse,selection_score,is_best
1,2,28.291495323181152,0.0001005,0.5127980383113027,0.5117386756464839,0.016943494003498927,0.0212179348745849,0.3194032898172736,0.46213030721992254,0.5159818278625607,0.2673827609978616,0.17484529921784997,0.6819853130728006,0.351929884403944,0.22720840014517307,0.46506860852241516,0.4644083082675934,0.011059945682063699,0.010730153415352106,0.29669977724552155,0.43062277883291245,0.48527148365974426,0.23988547176122665,0.1649423949420452,0.6385737359523773,0.3181045576930046,0.21748508885502815,0.46506860852241516,True
2,2,25.373717069625854,1e-06,0.43788291327655315,0.4370558513328433,0.01341576871345751,0.01562711878796108,0.28593074437230825,0.4185953140258789,0.466741107404232,0.23387238662689924,0.157178757712245,0.6207181252539158,0.31235184986144304,0.20676229754462838,0.3944232165813446,0.3937534987926483,0.01119313994422555,0.011006759479641914,0.26368965208530426,0.39071427285671234,0.4319733679294586,0.21253862231969833,0.14655697718262672,0.5784434378147125,0.29286062717437744,0.1938798800110817,0.3944232165813446,True
